#"Steps"	"Temperature (K)"	"298K Weight"	"322.602K Weight"	"349.235K Weight"	"378.066K Weight"	"409.278K Weight"	"443.067K Weight"	"479.645K Weight"	"519.243K Weight"	"562.109K Weight"	"608.515K Weight"	"658.752K Weight"	"713.136K Weight"	"772.01K Weight"	"835.745K Weight"	"904.741K Weight"	"979.433K Weight"	"1060.29K Weight"	"1147.83K Weight"	"1242.59K Weight"	"1345.17K Weight"	"1456.22K Weight"	"1576.44K Weight"	"1706.59K Weight"	"1847.48K Weight"	"2000K Weight"
118000	835.745	0	0.125	0.6875	0.375	-0.25	-0.875	-1.9375	-3.875	-5.5	-7.75	-9.6875	-11.6875	-14.75	-17	-19.8125	-22.25	-24.8125	-28	-30.75	-33.625	-36.75	-39.625	-42.375	-45.375	-48.375
119000	519.243	0	0.125	0.6875	0.375	-0.25	-0.875	-1.9375	-3.9375	-5.5625	-7.875	-9.9375	-12.25	-15.1875	-17.1875	-19.9375	-22.4375	-24.9375	-28.1875	-30.875	-33.625	-36.8125	-39.625	-42.375	-45.375	-48.375
120000	519.243	0	0.125	0.6875	0.375	-0.25	-0.875	-2.0625	-4.125	-5.875	-8.3125	-10.1875	-12.5	-15.375	-17.4375	-20.0625	-22.5	-24.9375	-28.375	-30.9375	-33.6875	-36.8125	-39.625	-42.375	-45.375	-48.375
121000	713.136	0	0.125	0.6875	0.1875	-0.6875	-1.125	-2.625	-4.5625	-6.125	-8.5	-10.25	-12.5625	-15.375	-17.4375	-20.125	-22.5	-24.9375	-28.375	-30.9375	-33.6875	-36.8125	-39.625	-42.375	-45.375	-48.375
122000	658.752	0	0.125	0.6875	0.1875	-0.6875	-1.125	-2.6875	-4.5625	-6.4375	-8.6875	-10.6875	-12.8125	-15.5	-17.75	-20.375	-22.6875	-25.1875	-28.375	-31	-33.6875	-36.875	-39.625	-42.375	-45.375	-48.375
123000	1576.44	0	0.125	0.6875	0.1875	-0.6875	-1.125	-2.6875	-4.5625	-6.5	-8.75	-10.75	-13.0625	-15.75	-18.125	-20.5	-22.9375	-25.5	-28.6875	-31.0625	-33.875	-36.9375	-39.75	-42.375	-45.375	-48.375
124000	979.433	0	0.125	0.6875	0.1875	-0.6875	-1.3125	-2.8125	-5.125	-6.8125	-9.1875	-11.25	-13.1875	-15.875	-18.125	-20.5	-23	-25.5	-28.75	-31.0625	-33.875	-36.9375	-39.75	-42.375	-45.375	-48.375
125000	1576.44	0	0.125	0.6875	0.1875	-0.6875	-1.3125	-2.8125	-5.125	-6.8125	-9.1875	-11.25	-13.1875	-15.875	-18.125	-20.5	-23.125	-25.625	-28.9375	-31.1875	-34.1875	-37.125	-40	-42.5625	-45.625	-49.125
126000	1847.48	0	0.125	0.6875	0.1875	-0.6875	-1.3125	-2.8125	-5.125	-6.8125	-9.1875	-11.25	-13.1875	-15.875	-18.125	-20.5	-23.125	-25.625	-28.9375	-31.1875	-34.1875	-37.1875	-40.375	-43	-46.4375	-49.9375
127000	1456.22	0	0.125	0.6875	0.1875	-0.6875	-1.3125	-2.8125	-5.125	-6.8125	-9.1875	-11.25	-13.1875	-15.875	-18.125	-20.5	-23.125	-25.625	-28.9375	-31.3125	-34.375	-37.4375	-40.5625	-43.6875	-46.75	-50.6875
128000	2000	0	0.125	0.6875	0.1875	-0.6875	-1.3125	-2.8125	-5.125	-6.8125	-9.1875	-11.25	-13.1875	-15.875	-18.125	-20.5	-23.125	-25.625	-28.9375	-31.5	-34.5625	-37.75	-40.9375	-43.9375	-47.4375	-51.1875
129000	1147.83	0	0.125	0.6875	0.1875	-0.6875	-1.3125	-2.8125	-5.125	-6.8125	-9.1875	-11.25	-13.1875	-15.875	-18.125	-20.5625	-23.125	-25.8125	-29.125	-31.625	-34.625	-37.9375	-41.3125	-44.5625	-47.875	-51.4375
130000	1456.22	0	0.125	0.6875	0.1875	-0.6875	-1.3125	-2.8125	-5.125	-6.8125	-9.1875	-11.25	-13.1875	-15.875	-18.1875	-20.625	-23.5	-26.0625	-29.3125	-32	-34.8125	-38.3125	-41.375	-44.8125	-47.9375	-51.6875
131000	1847.48	0	0.125	0.6875	0.1875	-0.6875	-1.3125	-2.8125	-5.125	-6.8125	-9.1875	-11.25	-13.1875	-15.875	-18.1875	-20.625	-23.5	-26.0625	-29.375	-32	-35.125	-38.5625	-41.875	-45.25	-48.375	-52.1875
132000	1242.59	0	0.125	0.6875	0.1875	-0.6875	-1.3125	-2.8125	-5.125	-6.8125	-9.1875	-11.25	-13.25	-15.875	-18.25	-20.625	-23.5	-26.25	-29.5	-32.125	-35.25	-38.875	-42	-45.6875	-48.8125	-52.6875
133000	1345.17	0	0.125	0.6875	0.1875	-0.6875	-1.3125	-2.8125	-5.125	-6.8125	-9.1875	-11.25	-13.25	-15.875	-18.25	-20.875	-23.9375	-26.4375	-29.8125	-32.5	-35.625	-39.125	-42.3125	-45.6875	-48.8125	-52.6875
134000	904.741	0	0.125	0.6875	0.1875	-0.6875	-1.3125	-2.8125	-5.125	-6.8125	-9.1875	-11.25	-13.3125	-15.9375	-18.5	-21.1875	-24.25	-26.875	-30.125	-32.6875	-35.875	-39.3125	-42.4375	-45.6875	-48.8125	-52.6875
135000	1147.83	0	0.125	0.6875	0.1875	-0.6875	-1.3125	-2.8125	-5.125	-6.8125	-9.1875	-11.25	-13.3125	-16	-18.625	-21.4375	-24.5625	-27.5	-30.4375	-33	-36.0625	-39.5	-42.5	-45.6875	-48.875	-52.6875
136000	1060.29	0	0.125	0.6875	0.1875	-0.6875	-1.3125	-2.8125	-5.125	-6.8125	-9.1875	-11.375	-13.5625	-16.1875	-19	-21.9375	-24.8125	-27.75	-30.625	-33.3125	-36.125	-39.5	-42.5	-45.6875	-48.875	-52.6875
137000	1147.83	0	0.125	0.6875	0.1875	-0.6875	-1.3125	-2.8125	-5.125	-6.8125	-9.3125	-11.4375	-13.625	-16.5625	-19.3125	-22.0625	-25.125	-27.875	-30.9375	-33.625	-36.3125	-39.625	-42.5625	-45.6875	-48.875	-52.6875
138000	1345.17	0	0.125	0.6875	0.1875	-0.6875	-1.3125	-2.8125	-5.125	-6.875	-9.375	-11.5	-13.9375	-16.875	-19.5	-22.375	-25.3125	-28.25	-31.0625	-33.8125	-36.625	-39.625	-42.5625	-45.6875	-48.875	-52.6875
139000	409.278	0	0.125	0.6875	0.125	-0.875	-1.5625	-3.1875	-5.1875	-6.875	-9.5625	-11.5625	-14	-17.0625	-19.6875	-22.5625	-25.375	-28.5	-31.125	-33.9375	-36.6875	-39.6875	-42.5625	-45.75	-48.875	-52.6875
140000	713.136	0	0	0.625	-0.0625	-1.1875	-2.0625	-3.6875	-5.4375	-7	-9.6875	-11.75	-14.125	-17.0625	-19.6875	-22.5625	-25.375	-28.5	-31.125	-33.9375	-36.6875	-39.6875	-42.5625	-45.75	-48.875	-52.6875
141000	835.745	0	0	0.625	-0.0625	-1.1875	-2.0625	-3.75	-5.4375	-7.3125	-10	-12	-14.5	-17.25	-19.75	-22.8125	-25.75	-28.5625	-31.25	-33.9375	-36.8125	-39.6875	-42.5625	-45.75	-48.875	-52.6875
142000	1576.44	0	0	0.625	-0.0625	-1.1875	-2.0625	-3.75	-5.4375	-7.375	-10	-12.3125	-14.8125	-17.375	-19.875	-22.875	-25.75	-28.625	-31.5625	-34.125	-37.0625	-39.875	-42.75	-46	-48.9375	-52.6875
143000	2000	0	0	0.625	-0.0625	-1.1875	-2.0625	-3.75	-5.4375	-7.375	-10	-12.3125	-14.8125	-17.4375	-19.875	-22.9375	-25.8125	-28.625	-31.5625	-34.125	-37.125	-40.0625	-43.0625	-46.4375	-49.75	-53.1875
144000	2000	0	0	0.625	-0.0625	-1.1875	-2.0625	-3.75	-5.4375	-7.375	-10	-12.3125	-14.8125	-17.4375	-19.875	-22.9375	-25.8125	-28.625	-31.5625	-34.1875	-37.125	-40.1875	-43.4375	-47	-50.5	-53.8125
145000	1706.59	0	0	0.625	-0.0625	-1.1875	-2.0625	-3.75	-5.4375	-7.375	-10	-12.3125	-14.8125	-17.4375	-19.875	-22.9375	-25.8125	-28.625	-31.625	-34.1875	-37.375	-40.5	-44	-47.375	-51.0625	-54.1875
146000	904.741	0	0	0.625	-0.0625	-1.1875	-2.0625	-3.75	-5.5	-7.375	-10	-12.4375	-14.8125	-17.4375	-20	-23.125	-26	-28.9375	-31.625	-34.625	-37.6875	-40.5625	-44.5	-47.375	-51.1875	-54.25
147000	479.645	0	0	0.5	-0.0625	-1.375	-2.25	-4.125	-5.5625	-7.8125	-10.1875	-12.8125	-15.125	-17.5	-20.0625	-23.125	-26	-29.0625	-31.625	-34.625	-37.6875	-40.5625	-44.5	-47.375	-51.1875	-54.25
148000	409.278	0	0.1875	0.3125	-0.3125	-1.4375	-2.4375	-4.0625	-5.6875	-7.9375	-10.0625	-12.625	-14.9375	-17.3125	-19.9375	-22.9375	-25.8125	-28.875	-31.4375	-34.4375	-37.5	-40.375	-44.3125	-47.1875	-51	-54.0625
149000	378.066	0	0.0625	0.1875	-0.625	-1.625	-2.75	-4.3125	-6	-8.25	-10.4375	-12.625	-15.125	-17.3125	-19.9375	-22.9375	-25.8125	-28.875	-31.4375	-34.4375	-37.5	-40.375	-44.3125	-47.1875	-51	-54.0625
150000	322.602	0	0.1875	0.3125	-0.375	-1.4375	-2.5625	-3.9375	-5.6875	-7.8125	-9.9375	-12.125	-14.625	-16.8125	-19.4375	-22.4375	-25.3125	-28.375	-30.9375	-33.9375	-37	-39.875	-43.8125	-46.6875	-50.5	-53.5625
151000	409.278	0	0.09375	0.34375	-0.21875	-1.21875	-2.25	-3.6875	-5.375	-7.5	-9.625	-11.8125	-14.3125	-16.5	-19.125	-22.125	-25	-28.0625	-30.625	-33.625	-36.6875	-39.5625	-43.5	-46.375	-50.1875	-53.25
152000	658.752	0	0.09375	0.15625	-0.3125	-1.15625	-2.09375	-3.5	-5.21875	-7.3125	-9.4375	-11.6562	-14.125	-16.3125	-18.9375	-21.9375	-24.8125	-27.875	-30.4375	-33.4375	-36.5	-39.375	-43.3125	-46.1875	-50	-53.0625
153000	479.645	0	0.15625	0	-0.4375	-1.15625	-2.15625	-3.65625	-5.25	-7.21875	-9.375	-11.5625	-14.0312	-16.2188	-18.8438	-21.8438	-24.7188	-27.7812	-30.3438	-33.3438	-36.4062	-39.2812	-43.2188	-46.0938	-49.9062	-52.9688
154000	409.278	0	0.09375	-0.125	-0.625	-1.21875	-2.125	-3.59375	-5.15625	-7.09375	-9.25	-11.4375	-13.9062	-16.0938	-18.7188	-21.7188	-24.5938	-27.6562	-30.2188	-33.2188	-36.2812	-39.1562	-43.0938	-45.9688	-49.7812	-52.8438
155000	298	0	0.1875	0.1875	-0.09375	-0.6875	-1.65625	-3.0625	-4.625	-6.5625	-8.71875	-10.9062	-13.375	-15.5625	-18.1875	-21.1875	-24.0625	-27.125	-29.6875	-32.6875	-35.75	-38.625	-42.5625	-45.4375	-49.25	-52.3125
156000	298	0	0.34375	0.75	0.46875	-0.09375	-1.03125	-2.4375	-4	-5.9375	-8.09375	-10.2812	-12.75	-14.9375	-17.5625	-20.5625	-23.4375	-26.5	-29.0625	-32.0625	-35.125	-38	-41.9375	-44.8125	-48.625	-51.6875
157000	322.602	0	0.4375	0.75	0.71875	0.15625	-0.75	-2.1875	-3.78125	-5.65625	-7.84375	-9.96875	-12.4375	-14.625	-17.25	-20.25	-23.125	-26.1875	-28.75	-31.75	-34.8125	-37.6875	-41.625	-44.5	-48.3125	-51.375
158000	322.602	0	0.34375	0.71875	0.65625	0.03125	-0.8125	-2.15625	-3.65625	-5.5625	-7.71875	-9.84375	-12.3125	-14.5	-17.125	-20.125	-23	-26.0625	-28.625	-31.625	-34.6875	-37.5625	-41.5	-44.375	-48.1875	-51.25
159000	378.066	0	0.5625	0.75	0.625	0.09375	-0.5625	-1.90625	-3.4375	-5.28125	-7.4375	-9.5625	-12.0312	-14.2188	-16.8438	-19.8438	-22.7188	-25.7812	-28.3438	-31.3438	-34.4062	-37.2812	-41.2188	-44.0938	-47.9062	-50.9688
160000	409.278	0	0.59375	0.78125	0.59375	0.125	-0.5625	-1.8125	-3.28125	-5.15625	-7.25	-9.375	-11.8438	-14.0312	-16.6562	-19.6562	-22.5312	-25.5938	-28.1562	-31.1562	-34.2188	-37.0938	-41.0312	-43.9062	-47.7188	-50.7812
161000	298	0	0.65625	0.90625	0.625	0.28125	-0.3125	-1.5	-2.96875	-4.84375	-6.9375	-9.0625	-11.5312	-13.7188	-16.3438	-19.3438	-22.2188	-25.2812	-27.8438	-30.8438	-33.9062	-36.7812	-40.7188	-43.5938	-47.4062	-50.4688
162000	562.109	0	0.65625	0.875	0.53125	0.21875	-0.53125	-1.65625	-3.0625	-4.875	-6.875	-9	-11.4688	-13.6562	-16.2812	-19.2812	-22.1562	-25.2188	-27.7812	-30.7812	-33.8438	-36.7188	-40.6562	-43.5312	-47.3438	-50.4062
163000	835.745	0	0.65625	0.875	0.53125	0.1875	-0.59375	-1.8125	-3.21875	-5.03125	-7.125	-9.25	-11.5625	-13.7188	-16.3125	-19.2812	-22.1562	-25.2188	-27.7812	-30.7812	-33.8438	-36.7188	-40.6562	-43.5312	-47.3438	-50.4062
164000	608.515	0	0.65625	0.875	0.53125	0.1875	-0.59375	-1.84375	-3.28125	-5.15625	-7.1875	-9.3125	-11.6875	-14	-16.4062	-19.5	-22.2812	-25.2812	-27.7812	-30.7812	-33.8438	-36.7188	-40.6562	-43.5312	-47.3438	-50.4062
165000	1242.59	0	0.65625	0.875	0.53125	0.1875	-0.59375	-1.84375	-3.3125	-5.15625	-7.21875	-9.3125	-11.6875	-14.0938	-16.4688	-19.6562	-22.5	-25.3438	-28	-31.0312	-33.875	-36.8125	-40.6562	-43.5312	-47.3438	-50.4062
166000	608.515	0	0.65625	0.875	0.53125	0.1875	-0.59375	-1.84375	-3.3125	-5.15625	-7.28125	-9.4375	-11.9375	-14.25	-16.6875	-19.6875	-22.5625	-25.5	-28.0938	-31.0625	-33.9062	-36.8438	-40.6562	-43.5312	-47.3438	-50.4062
167000	1576.44	0	0.65625	0.875	0.53125	0.1875	-0.65625	-1.875	-3.375	-5.25	-7.34375	-9.5625	-12	-14.3125	-16.6875	-19.7812	-22.5938	-25.5625	-28.1562	-31.125	-33.9688	-37.0312	-40.6875	-43.5625	-47.375	-50.4375
168000	2000	0	0.65625	0.875	0.53125	0.1875	-0.65625	-1.875	-3.375	-5.25	-7.34375	-9.5625	-12	-14.3125	-16.6875	-19.7812	-22.5938	-25.5625	-28.1875	-31.1562	-34.0312	-37.25	-40.8125	-43.7812	-47.6562	-50.7188
169000	713.136	0	0.65625	0.875	0.53125	0.1875	-0.65625	-1.875	-3.375	-5.25	-7.34375	-9.5625	-12.0312	-14.3125	-16.6875	-19.7812	-22.5938	-25.625	-28.3438	-31.25	-34.1562	-37.4062	-40.9375	-43.9688	-47.7812	-50.9062
170000	658.752	0	0.65625	0.875	0.53125	0.1875	-0.65625	-1.875	-3.375	-5.25	-7.375	-9.71875	-12.1562	-14.5312	-16.7812	-19.875	-22.6562	-25.75	-28.4688	-31.3125	-34.1875	-37.4688	-40.9688	-44	-47.7812	-50.9062
171000	835.745	0	0.65625	0.875	0.53125	0.1875	-0.65625	-1.875	-3.375	-5.25	-7.40625	-9.71875	-12.3125	-14.5938	-16.9688	-20.125	-22.875	-25.9062	-28.5625	-31.3438	-34.1875	-37.5312	-40.9688	-44	-47.7812	-50.9062
172000	979.433	0	0.65625	0.875	0.53125	0.1875	-0.65625	-1.9375	-3.4375	-5.3125	-7.5	-9.8125	-12.4688	-14.7188	-17.125	-20.2812	-22.9688	-26	-28.5625	-31.3438	-34.25	-37.5625	-40.9688	-44	-47.7812	-50.9062
173000	1147.83	0	0.65625	0.875	0.53125	0.1875	-0.65625	-1.9375	-3.4375	-5.375	-7.53125	-10	-12.6562	-14.8438	-17.2812	-20.2812	-23.0938	-26.0938	-28.6562	-31.4375	-34.3125	-37.5938	-40.9688	-44	-47.7812	-50.9062
174000	1847.48	0	0.65625	0.875	0.53125	0.1875	-0.65625	-1.9375	-3.4375	-5.375	-7.53125	-10	-12.6562	-14.8438	-17.2812	-20.2812	-23.0938	-26.2188	-28.75	-31.4375	-34.4062	-37.75	-41.1562	-44.2812	-47.9062	-51.0938
175000	1706.59	0	0.65625	0.875	0.53125	0.1875	-0.65625	-1.9375	-3.4375	-5.375	-7.53125	-10	-12.6562	-14.8438	-17.2812	-20.2812	-23.0938	-26.2188	-28.75	-31.5312	-34.4062	-37.9375	-41.3125	-44.5312	-48.1562	-51.4062
176000	1847.48	0	0.65625	0.875	0.53125	0.1875	-0.65625	-1.9375	-3.4375	-5.375	-7.53125	-10	-12.6562	-14.8438	-17.2812	-20.2812	-23.0938	-26.2188	-28.75	-31.5312	-34.5156	-37.9688	-41.3125	-44.7188	-48.3906	-51.9688
177000	1706.59	0	0.65625	0.875	0.53125	0.1875	-0.65625	-1.9375	-3.4375	-5.375	-7.53125	-10	-12.6562	-14.8438	-17.2812	-20.2812	-23.0938	-26.2188	-28.75	-31.5312	-34.5312	-38	-41.4688	-44.875	-48.5312	-52.0938
178000	608.515	0	0.65625	0.875	0.53125	0.171875	-0.6875	-2	-3.48438	-5.40625	-7.60938	-10.0156	-12.7031	-14.875	-17.3125	-20.3125	-23.1406	-26.2188	-28.7812	-31.5625	-34.5625	-38.0156	-41.4844	-44.9062	-48.5312	-52.0938
179000	479.645	0	0.65625	0.875	0.53125	0.171875	-0.703125	-2.0625	-3.54688	-5.48438	-7.73438	-10.1094	-12.7188	-14.9375	-17.3906	-20.3281	-23.1562	-26.2188	-28.7812	-31.5625	-34.5625	-38.0156	-41.4844	-44.9062	-48.5312	-52.0938
180000	378.066	0	0.640625	0.828125	0.46875	0.171875	-0.765625	-2.09375	-3.59375	-5.53125	-7.73438	-10.0781	-12.6875	-14.9062	-17.3594	-20.2969	-23.125	-26.1875	-28.75	-31.5312	-34.5312	-37.9844	-41.4531	-44.875	-48.5	-52.0625
181000	322.602	0	0.65625	0.90625	0.578125	0.25	-0.609375	-1.9375	-3.42188	-5.375	-7.5625	-9.90625	-12.5156	-14.7344	-17.1875	-20.125	-22.9531	-26.0156	-28.5781	-31.3594	-34.3594	-37.8125	-41.2812	-44.7031	-48.3281	-51.8906
182000	443.067	0	0.609375	0.859375	0.59375	0.15625	-0.75	-1.96875	-3.42188	-5.375	-7.53125	-9.875	-12.4844	-14.7031	-17.1562	-20.0938	-22.9219	-25.9844	-28.5469	-31.3281	-34.3281	-37.7812	-41.25	-44.6719	-48.2969	-51.8594
183000	443.067	0	0.578125	0.78125	0.453125	0.078125	-0.84375	-2.01562	-3.53125	-5.40625	-7.53125	-9.89062	-12.4844	-14.7031	-17.1562	-20.0938	-22.9219	-25.9844	-28.5469	-31.3281	-34.3281	-37.7812	-41.25	-44.6719	-48.2969	-51.8594
184000	349.235	0	0.640625	0.75	0.40625	0.109375	-0.75	-1.96875	-3.42188	-5.3125	-7.42188	-9.78125	-12.375	-14.5938	-17.0469	-19.9844	-22.8125	-25.875	-28.4375	-31.2188	-34.2188	-37.6719	-41.1406	-44.5625	-48.1875	-51.75
185000	409.278	0	0.59375	0.703125	0.453125	0.09375	-0.703125	-1.92188	-3.32812	-5.21875	-7.32812	-9.6875	-12.2812	-14.5	-16.9531	-19.8906	-22.7188	-25.7812	-28.3438	-31.125	-34.125	-37.5781	-41.0469	-44.4688	-48.0938	-51.6562
186000	562.109	0	0.5625	0.671875	0.375	-0.0625	-0.859375	-2	-3.39062	-5.25	-7.32812	-9.6875	-12.2812	-14.5	-16.9531	-19.8906	-22.7188	-25.7812	-28.3438	-31.125	-34.125	-37.5781	-41.0469	-44.4688	-48.0938	-51.6562
187000	562.109	0	0.5625	0.640625	0.296875	-0.140625	-0.984375	-2.04688	-3.46875	-5.375	-7.35938	-9.6875	-12.2812	-14.5156	-16.9688	-19.8906	-22.7188	-25.7812	-28.3438	-31.125	-34.125	-37.5781	-41.0469	-44.4688	-48.0938	-51.6562
188000	519.243	0	0.53125	0.625	0.265625	-0.203125	-1.03125	-2.125	-3.60938	-5.46875	-7.4375	-9.71875	-12.2812	-14.5312	-16.9688	-19.8906	-22.7188	-25.7812	-28.3438	-31.125	-34.125	-37.5781	-41.0469	-44.4688	-48.0938	-51.6562
189000	479.645	0	0.515625	0.640625	0.234375	-0.25	-1.0625	-2.25	-3.75	-5.54688	-7.45312	-9.70312	-12.2656	-14.5156	-16.9531	-19.875	-22.7031	-25.7656	-28.3281	-31.1094	-34.1094	-37.5625	-41.0312	-44.4531	-48.0781	-51.6406
190000	378.066	0	0.5	0.609375	0.1875	-0.328125	-1.14062	-2.375	-3.79688	-5.65625	-7.5	-9.70312	-12.2969	-14.5156	-16.9688	-19.875	-22.7031	-25.7656	-28.3281	-31.1094	-34.1094	-37.5625	-41.0312	-44.4531	-48.0781	-51.6406
191000	519.243	0	0.5	0.609375	0.140625	-0.40625	-1.26562	-2.4375	-3.96875	-5.76562	-7.51562	-9.71875	-12.2969	-14.5156	-16.9688	-19.875	-22.7031	-25.7656	-28.3281	-31.1094	-34.1094	-37.5625	-41.0312	-44.4531	-48.0781	-51.6406
192000	519.243	0	0.546875	0.65625	0.265625	-0.21875	-1.09375	-2.28125	-3.8125	-5.59375	-7.32812	-9.53125	-12.1094	-14.3281	-16.7812	-19.6875	-22.5156	-25.5781	-28.1406	-30.9219	-33.9219	-37.375	-40.8438	-44.2656	-47.8906	-51.4531
193000	378.066	0	0.5625	0.59375	0.21875	-0.28125	-1.15625	-2.34375	-3.90625	-5.67188	-7.34375	-9.51562	-12.0938	-14.3125	-16.7656	-19.6719	-22.5	-25.5625	-28.125	-30.9062	-33.9062	-37.3594	-40.8281	-44.25	-47.875	-51.4375
194000	409.278	0	0.515625	0.5625	0.15625	-0.40625	-1.21875	-2.42188	-3.95312	-5.6875	-7.34375	-9.5	-12.0781	-14.2969	-16.75	-19.6562	-22.4844	-25.5469	-28.1094	-30.8906	-33.8906	-37.3438	-40.8125	-44.2344	-47.8594	-51.4219
195000	772.01	0	0.515625	0.546875	0.15625	-0.40625	-1.28125	-2.48438	-3.98438	-5.71875	-7.48438	-9.59375	-12.1875	-14.3438	-16.7656	-19.6562	-22.4844	-25.5625	-28.1094	-30.8906	-33.8906	-37.3438	-40.8125	-44.2344	-47.8594	-51.4219
196000	1242.59	0	0.515625	0.546875	0.15625	-0.40625	-1.28125	-2.48438	-3.98438	-5.71875	-7.48438	-9.625	-12.2188	-14.3594	-16.8438	-19.8125	-22.5156	-25.6406	-28.1875	-30.9844	-33.9219	-37.3438	-40.8125	-44.2344	-47.8594	-51.4219
197000	519.243	0	0.515625	0.546875	0.15625	-0.40625	-1.29688	-2.51562	-4.01562	-5.75	-7.54688	-9.67188	-12.25	-14.4062	-16.9062	-19.8438	-22.5156	-25.7031	-28.2188	-31.0469	-33.9688	-37.375	-40.8125	-44.2344	-47.8594	-51.4219
198000	608.515	0	0.515625	0.546875	0.15625	-0.421875	-1.35938	-2.5625	-4.09375	-5.84375	-7.64062	-9.78125	-12.2812	-14.4531	-16.9219	-19.8438	-22.5312	-25.7188	-28.2188	-31.0469	-33.9688	-37.375	-40.8125	-44.2344	-47.8594	-51.4219
199000	479.645	0	0.515625	0.546875	0.15625	-0.4375	-1.39062	-2.60938	-4.125	-5.9375	-7.76562	-9.875	-12.3281	-14.5	-16.9844	-19.8594	-22.5469	-25.7188	-28.2188	-31.0469	-33.9688	-37.375	-40.8125	-44.2344	-47.8594	-51.4219
200000	608.515	0	0.5	0.546875	0.109375	-0.484375	-1.4375	-2.71875	-4.21875	-6.03125	-7.85938	-9.875	-12.3594	-14.5156	-17	-19.875	-22.5469	-25.7188	-28.2188	-31.0469	-33.9688	-37.375	-40.8125	-44.2344	-47.8594	-51.4219
201000	979.433	0	0.5	0.546875	0.109375	-0.5	-1.4375	-2.71875	-4.23438	-6.07812	-7.875	-9.89062	-12.4062	-14.5469	-17.0625	-19.8906	-22.6719	-25.7656	-28.3594	-31.0625	-34	-37.375	-40.8125	-44.2344	-47.8594	-51.4219
202000	1242.59	0	0.5	0.546875	0.109375	-0.5	-1.4375	-2.71875	-4.23438	-6.07812	-7.875	-9.89062	-12.4062	-14.5781	-17.0625	-19.9219	-22.75	-25.8594	-28.4219	-31.1875	-34.0625	-37.4062	-40.8594	-44.2812	-47.875	-51.4219
203000	1060.29	0	0.5	0.546875	0.109375	-0.5	-1.4375	-2.71875	-4.23438	-6.07812	-7.875	-9.89062	-12.4062	-14.5938	-17.125	-20	-22.8281	-25.9062	-28.5312	-31.2969	-34.1406	-37.4375	-40.875	-44.2812	-47.875	-51.4219
204000	658.752	0	0.5	0.546875	0.109375	-0.5	-1.4375	-2.71875	-4.23438	-6.14062	-7.92188	-9.9375	-12.4219	-14.6562	-17.2969	-20.0625	-22.875	-25.9375	-28.5469	-31.3125	-34.1562	-37.4688	-40.875	-44.2812	-47.875	-51.4219
205000	409.278	0	0.5	0.53125	0.09375	-0.5625	-1.5	-2.75	-4.35938	-6.23438	-8.03125	-10	-12.4375	-14.6719	-17.3125	-20.0625	-22.875	-25.9375	-28.5469	-31.3125	-34.1562	-37.4688	-40.875	-44.2812	-47.875	-51.4219
206000	519.243	0	0.484375	0.53125	0.015625	-0.609375	-1.60938	-2.84375	-4.5	-6.28125	-8.0625	-10.0156	-12.4844	-14.6719	-17.3125	-20.0625	-22.875	-25.9375	-28.5469	-31.3125	-34.1562	-37.4688	-40.875	-44.2812	-47.875	-51.4219
207000	658.752	0	0.484375	0.53125	0	-0.640625	-1.60938	-2.875	-4.54688	-6.39062	-8.1875	-10.0781	-12.5625	-14.75	-17.3281	-20.0781	-22.8906	-25.9375	-28.5469	-31.3125	-34.1562	-37.4688	-40.875	-44.2812	-47.875	-51.4219
208000	443.067	0	0.484375	0.609375	0.046875	-0.609375	-1.54688	-2.82812	-4.45312	-6.3125	-8.10938	-10	-12.4531	-14.6562	-17.2188	-19.9688	-22.7812	-25.8281	-28.4375	-31.2031	-34.0469	-37.3594	-40.7656	-44.1719	-47.7656	-51.3125
209000	479.645	0	0.4375	0.46875	-0.03125	-0.59375	-1.51562	-2.79688	-4.39062	-6.25	-8.04688	-9.9375	-12.3906	-14.5938	-17.1562	-19.9062	-22.7188	-25.7656	-28.375	-31.1406	-33.9844	-37.2969	-40.7031	-44.1094	-47.7031	-51.25
210000	658.752	0	0.4375	0.4375	-0.109375	-0.59375	-1.5625	-2.79688	-4.48438	-6.25	-8.09375	-10	-12.4219	-14.6094	-17.1406	-19.8906	-22.7188	-25.75	-28.3594	-31.125	-33.9688	-37.2812	-40.6875	-44.0938	-47.6875	-51.2344
211000	835.745	0	0.4375	0.4375	-0.109375	-0.59375	-1.5625	-2.82812	-4.57812	-6.25	-8.25	-10.0469	-12.4688	-14.7344	-17.2188	-19.8906	-22.7656	-25.75	-28.3594	-31.125	-33.9688	-37.2812	-40.6875	-44.0938	-47.6875	-51.2344
212000	1060.29	0	0.4375	0.4375	-0.109375	-0.59375	-1.5625	-2.82812	-4.57812	-6.25	-8.25	-10.0938	-12.5156	-14.8125	-17.3125	-19.9219	-22.8438	-25.875	-28.375	-31.1875	-33.9844	-37.3125	-40.6875	-44.0938	-47.6875	-51.2344
213000	479.645	0	0.4375	0.4375	-0.109375	-0.609375	-1.59375	-2.89062	-4.625	-6.29688	-8.32812	-10.1562	-12.5781	-14.8438	-17.3438	-19.9375	-22.8906	-25.8906	-28.4219	-31.2031	-33.9844	-37.3281	-40.6875	-44.0938	-47.6875	-51.2344
